year,firm,HSK,FOWNER,DEXP,DIASSET,DSOWNER,Y,K,L,M
2006,1107,0.1411765,0,1,0,0,59698.9672359058,3828.00094715126,94.0000204666218,37936.1590164677
2004,1108,0.1666667,0,0,0,0,5080.0023338921,414.00001083632,18.0000043578696,3895.00016240261
2005,1108,0.1666667,0,0,0,0,8975.00706012838,1003.0002126742,18.0000043578696,8251.99278617785
2006,1108,0.1666667,0,0,0,0,34295.8625323797,1012.00015195443,18.0000043578696,25949.0427586406
2004,1109,0.1,0,0,0,0,5087.99946565848,4350.00381024179,19.9999945289209,2632.99958004625
2005,1109,0.1,0,0,0,0,5738.00001984596,4350.00381024179,45.0000229603415,3496.99742249033
2006,1109,0.1,0,0,0,0,7183.00429489799,4946.99697625745,39.9999818354467,4467.9992842752
2004,1110,0.0833333,0,0,0,0,7746.00108386146,1044.99982820315,12.0000042025447,5363.99868903014
2005,1110,0.0833333,0,0,0,0,10109.0061143895,1175.00067377074,9.99999907005959,7892.00104851141
2006,1110,0.0833333,0,0,0,0,34810.0006681611,1175.00067377074,13.9999953853871,24459.8921501989
2004,1111,0.1666667,0,0,0,0,5167.99976505013,1481.00027506942,29.9999885501375,2650.0002147023
2005,1111,0.1666667,0,0,0,0,5205.99955460324,4484.00096768295,29.9999885501375,3371.99892392164
2006,1111,0.1666667,0,0,0,0,6124.00148949431,4457.99770883015,29.9999885501375,3993.99794718134
2004,1112,0.0588235,0,0,1,0,18168.9977451829,1916.00007945498,16.9999941510453,12385.9989905657
2005,1112,0.0588235,0,0,1,0,5752.99576082704,1876.99993132712,19.9999945289209,4089.99898143942
2006,1112,0.0588235,0,0,1,0,23121.0792023673,2081.99948121789,19.9999945289209,19141.9970759477
2004,1113,0.0110497,0,1,0,0,157499.883883511,42160.1187558125,542.999826275901,95227.1148424843
2005,1113,0.0110497,0,1,1,0,213000.544281393,21000.0059491841,365.000235942467,151947.447512925
2006,1113,0.0110497,0,1,0,0,246399.627778215,19999.9889492805,320.000001345993,163742.442539188
2004,1114,0.0576923,0,0,0,0,20470.0065779264,1010.00039406642,52.0000146337678,16213.9943972913
2005,1114,0.0576923,0,0,1,0,13873.0029954484,1683.99967195301,40.9999972651235,11283.9991861767
2006,1114,0.0576923,0,0,1,0,50266.7950535331,1965.00093474412,40.9999972651235,34852.8433118074
2004,1115,0.0762712,0,0,1,0,17649.9988993206,5873.00084851631,118.00004431306,11750.0056450268
2005,1115,0.0762712,0,0,1,0,22608.9245747764,5732.00120974983,81.9999797243337,13326.9955810377
2006,1115,0.0762712,0,0,1,0,30256.0063265835,5279.99801102275,45.9999817615053,15958.9966103217
2004,1116,0,0,1,0,0,5471.00167377707,235.00011417615,14.9999969834672,3090.00194703498
2005,1116,0,0,0,0,0,5084.00186933963,600.000206870348,13.9999953853871,3283.99845464087
2006,1116,0,0,0,1,0,12039.9913448949,759.999670706985,14.9999969834672,8908.99749906014
2004,1117,0,0,0,0,0,19892.0015946496,10895.0081998119,28.0000137150977,15934.9963851228
2005,1117,0,0,0,0,0,14765.0030389618,11024.9922790293,28.0000137150977,12155.0013765511
2006,1117,0,0,0,0,0,40517.1248691551,12134.99856612,28.0000137150977,31021.9407733289
2004,1118,0.1666667,0,0,0,0,5110.00161885975,248.000062951093,18.0000043578696,3391.00290905321
2005,1118,0.1666667,0,0,0,0,15826.0089231897,488.999760646846,22.0000120261203,9997.99648096942
2006,1118,0.1666667,0,0,0,0,19490.0040441441,854.999599059164,29.9999885501375,14239.9973660849
2004,1119,0,0,0,0,0,5237.99986869561,1067.99997915249,80.0000292260948,3690.00097034255
2005,1119,0,0,0,0,0,6783.99879603183,78.0000135182131,29.0000049303927,5769.997925673
2006,1119,0,0,0,0,0,8886.00636685813,201.000018480127,22.0000120261203,3412.00031181734
2004,1120,0.0714286,0,0,0,0,9369.99648407243,2389.99845862842,69.9999830565469,5738.00001984596
2005,1120,0.0714286,0,0,0,0,5450.0006122678,2499.99997285927,60.0000262666797,3080.00038201976
2006,1120,0.0714286,0,0,0,0,9980.006294333,2499.99997285927,42.0000160321016,6425.00057977005
2004,1121,0.0727273,0,0,1,0,21589.9886974468,4599.99732060572,54.999989812215,15609.999789117
2005,1121,0.0727273,0,0,1,0,21596.9849871225,3599.9995520009,54.999989812215,17239.0079662303
2006,1121,0.0727273,0,0,1,0,16888.0069320499,3640.00014330394,46.9999717196358,13298.9983587285
2004,1122,0.0825688,0,0,1,0,50610.7862725345,37164.1549830778,109.000012837024,32796.9236888633
2005,1122,0.0825688,0,0,1,0,61959.7339114427,48649.168694674,112.00001441495,39020.0150548124
2006,1122,0.0825688,0,0,1,0,66800.1095838375,49500.1015465435,109.999959762842,54475.1547194163
2004,1123,0.0294118,0,0,0,0,78890.0192421305,4289.99994885435,68.0000200480277,55490.1052468759
2005,1123,0.0294118,0,0,0,0,137409.390405821,6370.00160163345,75.9999741382433,95249.9720928068
2006,1123,0.0294118,0,0,0,0,137460.241287104,10590.0059452758,68.0000200480277,100251.76991245
2004,1124,0,0,0,1,0,8540.99678904456,1567.9996849726,47.9999994764212,4752.00066032618
2005,1124,0,0,0,1,0,9749.9945010806,2000.00108091613,54.999989812215,5974.99774862215
2006,1124,0,0,0,1,0,12339.9963293518,2816.00079614545,52.0000146337678,5889.99837055745
2004,1125,0.027027,0,1,0,0,172139.418477038,28031.9441116448,110.999977654333,107970.141468737
2005,1125,0.027027,0,1,0,0,275570.838068634,26562.0822902607,349.999945930793,209741.269478599
2006,1125,0.027027,0,1,1,0,364430.084514128,33061.0125978492,210.999971836552,273640.368627551
2004,1126,0.1761658,0.2485066,0,1,0,123949.561532195,22360.0239862772,385.999857386602,81016.6525855263
2005,1126,0.1761658,0.2504855,0,0,0,295889.099721677,38409.8801095196,388.999866332447,194930.818953295
2006,1126,0.1761658,0.2504855,0,1,0,436459.121828964,50810.0780143549,408.999936178499,292359.649579172
2004,1127,0.1296296,0,0,0,0,50460.1906283979,5416.00100416922,53.9999974855292,36111.9819780467
2005,1127,0.1296296,0,0,0,0,77009.9566793231,5450.0006122678,63.9999946649812,43249.8913405654
2006,1127,0.1296296,0,0,0,0,100839.961549528,5450.0006122678,63.9999946649812,71119.7247527772
2004,1128,0.037037,0,1,0,0,39394.8351842795,2886.99948131315,53.9999974855292,29915.1404266007
2005,1128,0.037037,0,1,0,0,25421.9944108566,2890.00063260235,53.9999974855292,18869.9879541017
2006,1128,0.037037,0,1,1,0,34411.9786734711,3898.00046749689,40.9999972651235,25939.9621828685
2004,1129,0.0296296,0,1,1,0,85949.9131208389,12199.9971851999,135.000029910815,43814.0578347177
2005,1129,0.0296296,0,1,1,0,111729.941281277,16510.9982757261,145.000037349022,87524.1470010103
2006,1129,0.0296296,0,1,1,0,195010.75697524,14739.9975569435,130.000071440794,134173.631818459
2004,1130,0,0,1,1,0,56700.028933119,4087.99946086012,42.0000160321016,40900.1905113802
2005,1130,0,0,1,1,0,158099.522033188,3515.00068807972,112.00001441495,117555.988858589
2006,1130,0,0,0,0,0,192180.439740772,3799.99868628521,74.9999914847772,137539.991352334
2004,1131,0.625,0,0,0,0,9502.0039742421,1896.00060138292,39.9999818354467,5966.00020836438
2005,1131,0.625,0,0,0,0,11299.9999468851,2368.99951634789,39.9999818354467,7560.00401304881
2006,1131,0.625,0,0,0,0,12329.9926493693,2375.00067338683,39.9999818354467,6997.00164607315
2004,1132,0,0,0,1,0,5919.9956909635,1020.00009559612,47.9999994764212,3874.99635057536
2005,1132,0,0,0,1,0,6370.00160163345,1500.00091936483,54.999989812215,4053.99867429379
2006,1132,0,0,0,0,0,5040.00322023134,1500.00091936483,45.0000229603415,3319.99979445703
2004,1133,0,0,0,1,0,41510.0149001382,7300.00272190419,80.0000292260948,24932.064874925
2005,1133,0,0,0,1,0,38670.0237974734,8579.99834850452,80.0000292260948,26449.9619838008
2006,1133,0,0,0,1,0,55560.0668460385,8880.00145644252,80.0000292260948,43069.9148055501
2004,1134,0.0540541,0,0,0,0,16216.9942637339,5980.0009152709,37.0000032321638,10390.9966140657
2005,1134,0.0540541,0,0,1,0,11159.9973669623,6426.99906569881,22.0000120261203,6468.99472101361
2006,1134,0.0540541,0,0,1,0,17999.9993361906,5399.99874421737,24.0000040716496,11245.9911285723
2004,1135,0.0810811,0,0,0,0,37494.1425090732,340.99983724636,37.0000032321638,30473.1119996854
2005,1135,0.0810811,0,0,0,0,32057.9345637315,349.000027151354,29.0000049303927,18325.998249406
2006,1135,0.0810811,0,0,0,0,4622.99942680247,579.999939946533,29.0000049303927,2376.99888908508
2004,1136,0.3958678,0,0,1,0,705420.952959687,130689.557537851,1210.00043730523,204192.815408061
2005,1136,0.3958678,0,0,1,0,1094830.3743898,146516.012235142,1149.99974543914,328837.833192884
2006,1136,0.3958678,0,0,1,0,1277033.03001342,146516.012235142,2066.99884313811,285155.521531335
2004,1137,0.1593317,0.5516647,1,1,1,872501.803408131,491132.879249962,2454.00091958549,532959.118790004
2005,1137,0.1593317,0.3581605,1,1,1,974276.08764574,512707.096959521,1875.00011549154,538660.079139471
2006,1137,0.1593317,0.3835538,1,1,1,887301.399429875,674981.120612128,1590.00112060969,586800.395942868
2004,1138,0.0454545,0,0,0,0,6494.00030740784,699.999765469656,22.0000120261203,5054.99933549719
2005,1138,0.0454545,0,0,0,0,6149.99778107693,786.999804495528,9.99999907005959,4919.99601732875
2006,1138,0.0454545,0,0,0,0,7139.9996049179,806.000207539685,22.0000120261203,4802.00107189681
2004,1139,0.25,0,0,0,0,5299.9994724369,1159.99967044357,19.9999945289209,3296.9991985926
2005,1139,0.25,0,0,0,0,15088.9957673301,2100.00079020597,9.99999907005959,6520.00224991743
2006,1139,0.25,0,0,0,0,25397.0930599889,2866.99866431269,14.9999969834672,18817.0000838364
2004,1140,0.0909091,0,0,0,0,7093.9954929451,3000.00129704954,22.0000120261203,5716.99730578451
2005,1140,0.0909091,0,0,0,0,2593.99905351082,3000.00129704954,10.9999969992183,1453.99904313242
2006,1140,0.0909091,0,0,0,0,3795.99939366566,1860.00043392457,16.0000044441641,2798.99862984658
2004,1141,0.3,0,0,0,0,9267.00017063613,1374.00072439732,39.9999818354467,6575.00093992284
2005,1141,0.3,0,0,0,0,13806.0060848106,1374.00072439732,130.000071440794,9067.99989456257
2006,1141,0.3,0,0,0,0,21943.9992842429,1374.00072439732,157.999994781739,11000.0049304155
2004,1142,0.075,0,0,1,0,9935.99200973771,13759.0077817099,199.999926690406,10314.0054188646
2005,1142,0.075,0,0,1,0,16414.001506975,20262.0103414514,197.999993922482,10254.9931239583
2006,1142,0.075,0,0,1,0,16060.9959516183,20311.9974938139,168.000003460253,10676.0052256426
2004,1143,0.0388889,0,0,0,0,22899.9498595355,6099.99969401545,180.000026839764,8930.00291233651
2005,1143,0.0388889,0,0,0,0,28490.0448007895,9390.00401702119,149.999955885568,18810.0014616297
2006,1143,0.0388889,0,0,0,0,25760.0468776195,19999.9889492805,155.999998869072,17800.0046942135
2004,1144,0.0666667,0,0,0,0,25101.9296336603,5776.0018450126,60.0000262666797,21325.9943576077
2005,1144,0.0666667,0,0,0,0,13093.9949064214,5821.99927629303,60.0000262666797,11830.0005090161
2006,1144,0.0666667,0,0,0,0,34674.8527985908,4406.99795144184,36.0000022155801,24018.9888841539
2004,1145,0.0537634,0,0,0,0,9217.00106923046,2689.99872871737,92.9999541367585,5999.99551074053
2005,1145,0.0537634,0,0,1,0,6751.99975506585,2894.99887092968,92.0000389114965,3706.00219823195
2006,1145,0.0537634,0,0,1,0,7737.99585815569,3812.00280268219,80.0000292260948,4526.00078664836
2004,1146,0.3030303,0,0,0,1,15473.9926481589,3857.00016119087,33.0000144716093,13323.9973443463
2005,1146,0.3030303,0,0,0,1,17979.9944617004,3928.99913735491,37.9999939303978,12989.9985754563
2006,1146,0.3030303,0,0,0,1,36439.1855250376,3928.99913735491,45.9999817615053,23520.0846248167
2004,1147,0.026,0,0,0,0,43619.0822555144,2679.99980300687,499.999950788907,31806.9468718483
2005,1147,0.026,0,0,0,0,50486.941617817,6240.99560050818,450.000187756075,28068.1286535605
2006,1147,0.026,0,0,0,0,62554.2838274495,11073.0000919268,499.999950788907,38649.1476216975
2004,1148,0.0789474,0,0,0,0,5009.99902766475,251.999977947122,37.9999939303978,2670.00066377731
2005,1148,0.0789474,0,0,0,0,5064.99788950214,606.000008441996,29.9999885501375,3634.0027292945
2006,1148,0.0789474,0,0,0,0,12239.9931937502,606.000008441996,34.9999978478706,7511.00081354642
2004,1149,0.246238,0,1,1,0,113150.039482377,97233.4434805115,730.999663922989,62246.0276848938
2005,1149,0.246238,0,1,1,0,154688.70165659,100941.861361436,611.999827102481,79851.9840062413
2006,1149,0.246238,0,1,1,0,180298.664127738,101751.617501589,627.000288023225,78549.1639430895
2004,1150,0.124424,0,0,1,0,26908.0290836487,18899.9962001982,216.999923281734,34860.1631774618
2005,1150,0.124424,0,0,1,0,31053.9098335651,21341.9948528115,202.000061124966,54131.9573875014
2006,1150,0.124424,0,0,1,0,33658.1330074896,21588.9955808086,202.000061124966,37200.9657148167
2004,1151,0.2768595,0,0,1,0,151000.737516445,57563.847381341,1210.00043730523,112325.928489211
2005,1151,0.2768595,0,0,1,0,156999.829760212,75720.1813251399,1240.00042333721,82967.14790065
2006,1151,0.2768595,0,0,1,0,140999.271122081,80820.8293279792,1100.00059533505,101098.44256563
2004,1152,0.0892857,0,0,0,0,19286.0053408663,5254.00015633022,168.000003460253,12801.9911960427
2005,1152,0.0892857,0,0,0,0,53623.8923210894,2634.99878532994,168.000003460253,38042.9095375433
2006,1152,0.0892857,0,0,0,0,26844.8694569301,3621.00177513905,84.9999781983259,21291.0058083326
2004,1153,0.0243902,0,0,0,0,73442.6420299041,15195.992184585,492.000139485804,55279.0901848381
2005,1153,0.0243902,0,0,0,0,85863.1475325847,14770.9988472624,490.000298358801,52665.1907913872
2006,1153,0.0243902,0,0,0,0,102113.477665482,21541.9828329562,517.000064879146,74798.2673556674
2004,1154,0.0823529,0,0,0,0,6739.99862567133,840.000090856623,84.9999781983259,3999.99743959271
2005,1154,0.0823529,0,0,0,0,6799.99394008615,969.999930647497,84.9999781983259,3589.99827147887
2006,1154,0.0823529,0,0,1,0,9969.99139633355,2699.99985962047,84.9999781983259,5959.99547004772
2004,1155,0,0,0,0,0,38499.8644696174,2600.00071757521,49.9999997285927,36910.0813488422
2005,1155,0,0,0,0,0,52900.0731159765,3599.9995520009,60.0000262666797,47279.8746098248
2006,1155,0,0,0,0,0,31999.9621830027,2689.99872871737,147.000060743538,25717.0635004435
2004,1156,0.3584906,0,0,1,0,4629.99931901836,22472.1040729252,105.999990024121,2450.99905997278
2005,1156,0.3584906,0,0,0,0,35400.1026912349,23730.1103582873,105.999990024121,22182.0792305924
2006,1156,0.3584906,0,0,0,0,52890.0230568703,24511.0667836568,139.000009294834,16500.0056118379
2004,1157,0.2537313,0.0224,0,1,0,19154.9989055839,44234.0440956286,268.000005223091,17025.9852479308
2005,1157,0.2537313,0,0,1,0,30590.0478077734,41490.0948741748,300.000157603181,23140.971883108
2006,1157,0.2537313,0,0,1,0,23119.9231773081,41490.0948741748,185.000032360513,13370.9938277517
2004,1158,0.2,0,1,0,0,60599.9895733221,5191.0018904212,160.00002956259,33856.9643945156
2005,1158,0.2,0,0,0,0,78800.1358634547,5689.99700068584,189.999986289508,49080.1522059124
2006,1158,0.2,0,0,0,0,90600.0460219967,5952.00252059559,180.000026839764,73356.7643869468
2004,1159,0.2230769,0,0,0,0,61389.8628290148,2608.00020069462,130.000071440794,25239.1086233644
2005,1159,0.2230769,0,0,0,0,97899.8209881925,4109.99873621514,195.000086080088,78050.3960311085
2006,1159,0.2230769,0,0,0,0,102389.556594014,4200.00082205995,189.999986289508,75630.127901777
2004,1160,0.0462963,0,0,1,0,13717.9983804631,11129.9950552806,107.999975470587,6869.00127616496
2005,1160,0.0462963,0,0,1,0,72190.2302046609,11129.9950552806,109.999959762842,53530.1325732352
2006,1160,0.0462963,0,0,1,0,76760.0805887055,11129.9950552806,207.999983422127,41868.9591660549
2004,1161,0.2805555,0,1,1,0,49574.9031608846,8912.00033716713,359.999988677944,7939.00316190495
2005,1161,0.2805555,0,0,0,0,290001.101432921,23210.0348320046,398.999833660979,229190.771717616
2006,1161,0.2805555,0,0,0,0,415500.875344062,21000.0059491841,384.999871299224,236310.051665529
2004,1162,0,0,0,0,0,5117.9999144284,420.000121263504,42.0000160321016,1460.99939843235
2005,1162,0,0,0,0,0,7499.99775356732,739.999862213333,52.0000146337678,3090.00194703498
2006,1162,0,0,0,0,0,9990.00128229051,699.999765469656,49.9999997285927,6919.99966360694
2004,1163,0.1538462,0,0,0,0,5836.99856874565,2533.9990855275,25.9999860114452,3852.0008747199
2005,1163,0.1538462,0,0,0,0,29600.0106467622,1369.99997421363,25.9999860114452,19929.9917647894
2006,1163,0.1538462,0,0,0,0,36999.8819100131,1262.99984547134,47.9999994764212,23529.0239553394
2004,1164,0.038961,0,1,0,0,11542.9945561504,4932.99703411486,76.9999675172732,7349.00346484214
2005,1164,0.038961,0,1,0,0,23079.9602880776,5130.00031721451,76.9999675172732,15030.0077743143
2006,1164,0.038961,0,1,0,0,28079.9197435506,5130.00031721451,79.0000116551062,16147.9922171046
2004,1165,0.1470588,0,1,0,0,21425.0054962421,4898.99813035298,102.000019045006,14947.9881820355
2005,1165,0.1470588,0,1,0,0,105000.458941339,8899.99505409132,99.9999814011926,76550.0458468934
2006,1165,0.1470588,0,0,0,0,149499.750064184,18462.0028699163,126.000011724114,78995.8027270211
2004,1166,0.0692308,0,1,1,0,46494.9972608728,6328.00310421704,130.000071440794,31800.9041260217
2005,1166,0.0692308,0,0,1,0,239998.991444328,6999.99700373848,130.000071440794,174970.033307526
2006,1166,0.0692308,0,0,1,0,334900.918035068,7499.99775356732,130.000071440794,228015.753534676
2004,1167,0.0240385,0,0,1,0,18429.9990662649,25188.9327387675,207.999983422127,10914.0038444989
2005,1167,0.0240385,0,0,1,0,23540.0851957863,53670.0287042869,209.999888549361,18709.9921554948
2006,1167,0.0240385,0,0,1,0,46729.9235640599,63670.078122433,279.999831112661,36489.8712113086
2004,1168,0.1916667,0,0,0,0,30499.9401408959,3050.00039771558,120.000030866158,20700.0004294534
2005,1168,0.1916667,0,0,0,0,10349.9917335254,3199.999715879,120.000030866158,8089.99991867497
2006,1168,0.1916667,0,0,0,0,20499.996614907,2980.0012530919,120.000030866158,15530.0013023034
2004,1169,0.0153846,0,0,0,0,22739.9825515017,1357.99958157495,130.000071440794,16399.9899334815
2005,1169,0.0153846,0,0,0,0,18099.9960677045,7439.99904896616,60.0000262666797,6660.00157486085
2006,1169,0.0153846,0,0,0,0,32530.0644267894,7563.99674915728,60.0000262666797,2886.99948131315
2004,1170,0.0882353,0,0,1,0,6346.00017677963,6049.99666630035,34.0000161630544,6129.00071411599
2005,1170,0.0882353,0,0,0,0,5200.00049623853,819.999720988243,49.9999997285927,3640.00014330394
2006,1170,0.0882353,0,0,0,0,38289.8451375055,1500.00091936483,141.000015456679,5489.99706557615
2004,1171,0.0944882,0,0,1,0,23646.0178190871,6706.0004893625,126.999989019759,16288.0013136232
2005,1171,0.0944882,0,0,1,0,34129.9303099984,16309.9886545223,147.999959482917,25560.9225156054
2006,1171,0.0944882,0,0,1,0,28999.9678399281,16824.9974003202,139.99994083471,14386.9956833679
2004,1172,0.0172414,0,1,1,0,20200.0023555363,7404.00241597455,347.999833038523,7808.99848768832
2005,1172,0.0172414,0,1,1,0,22719.9801691955,7199.99780397048,334.000002345782,16630.0071145321
2006,1172,0.0172414,0,1,1,0,33949.8596853866,7122.0009697478,318.000196275964,10012.9947160632
2004,1173,0.027907,0,1,1,0,17562.0042865345,6249.00168767339,429.999910264338,6498.00184394392
2005,1173,0.027907,0,1,1,0,27980.1329551351,3129.99911253808,407.999928843108,15049.9959338364
2006,1173,0.027907,0,1,1,0,32730.0861619947,3160.00219120493,429.999910264338,780.000062646765
2004,1174,0.1549296,0,1,1,0,178720.783813482,64239.2709687467,852.000403141519,108891.799167299
2005,1174,0.1549296,0,1,1,0,539997.613993425,126759.896842138,2602.00088709363,305361.011531376
2006,1174,0.1549296,0,1,1,0,750466.280750741,177639.234478761,2606.99892087558,397503.890321119
2004,1175,0.0181818,0,1,1,0,4260.99934593693,2051.00049619361,109.999959762842,2568.00086076844
2005,1175,0.0181818,0,1,1,0,4719.9996291043,1549.99967463443,103.000001212348,3534.99795560166
2006,1175,0.0181818,0,1,1,0,7660.00564745477,1549.99967463443,92.0000389114965,3374.99796384074
2004,1176,0.075,0,0,1,0,7499.99775356732,390.000101741773,39.9999818354467,5250.00338317633
2005,1176,0.075,0,0,0,0,9119.99924241644,390.000101741773,39.9999818354467,6449.99735685621
2006,1176,0.075,0,0,0,0,12000.0008547584,1100.00059533505,39.9999818354467,8639.99255406761
2004,1177,0,0,0,0,0,7499.99775356732,3041.99856168422,29.9999885501375,3936.99885455467
2005,1177,0,0,0,0,0,25200.0183078189,2600.00071757521,71.9999914308445,17160.0107586035
2006,1177,0,0,0,0,0,23500.1010471094,1860.00043392457,60.0000262666797,16590.0102329725
2004,1178,0.04811,0,1,1,0,105429.735943411,19345.0141772861,290.999922253106,69331.8724943261
2005,1178,0.04811,0,1,1,0,191009.797208767,24350.069920864,421.000070019723,148330.771270887
2006,1178,0.04811,0.1038798,1,1,0,231779.090291156,30119.8589810855,529.999996530531,176762.092984302
2004,1179,0.034965,0.1459075,0,0,0,21499.9953965118,15250.0033239581,286.000054105527,14003.0018014052
2005,1179,0.034965,0,0,0,0,30400.0642232807,15250.0033239581,290.00002233565,22580.0036646518
2006,1179,0.034965,0,0,0,0,43230.0009656857,15250.0033239581,294.999894879772,34169.8856978051
2004,1180,0.1180328,0,1,1,0,219999.378427288,47945.0096087648,610.000026127913,148804.701948775
2005,1180,0.1180328,0,1,1,0,294001.456385287,58000.0992074285,780.999882975214,189300.314768791
2006,1180,0.1180328,0,1,1,0,295498.783775243,77999.6797582625,840.000090856623,204440.038254363
2004,1181,0.18,0,0,1,0,12920.0028768116,1300.00059351562,49.9999997285927,8408.00073522257
2005,1181,0.18,0,0,1,0,27319.8821503875,3699.99963506045,64.999982456786,20160.005600745
2006,1181,0.18,0,0,0,0,28650.0366106297,3699.99963506045,69.9999830565469,21547.0026997481
2004,1182,0.0377358,0,0,0,0,5689.99700068584,3959.99879517602,53.0000045817377,2833.99880900998
2005,1182,0.0377358,0,0,0,0,9150.00770183671,3959.99879517602,60.0000262666797,5869.99464173647
2006,1182,0.0377358,0,1,0,0,30590.0478077734,5059.99614285702,80.0000292260948,23324.0430948139
2004,1183,0.0543478,0.1243942,1,1,0,182099.769513317,40390.1006294896,460.000234837815,128779.896835391
2005,1183,0.0543478,0.1243942,1,1,0,273870.323104557,41480.1384462242,470.000143489093,198499.130748691
2006,1183,0.0543478,0.1243942,1,1,0,424998.109643919,82589.6789894185,1126.00021540423,301389.883626176
2004,1184,0.0337838,0,0,1,0,33926.1030993821,2560.00118406784,147.999959482917,30709.8890316157
2005,1184,0.0337838,0,0,1,0,47216.0898435061,2560.00118406784,145.000037349022,37025.0503860239
2006,1184,0.0337838,0,0,1,0,48491.8004623055,3999.99743959271,139.000009294834,43385.0417265161
2004,1185,0.2794562,0.0584798,1,1,0,402218.197419475,164030.882991198,1324.00034887808,198580.53207843
2005,1185,0.2794562,0,1,1,0,557311.71815953,169703.826570715,1210.00043730523,262855.570836853
2006,1185,0.2794562,0,1,1,0,594009.148653652,213963.346222522,1155.99994308744,285897.890548838
2004,1186,0.275395,0,1,1,0,1585435.98996321,1221585.30071422,2657.99936401193,1135870.64165866
2005,1186,0.275395,0,1,1,0,2348764.49251379,1480662.23241956,2862.99912650423,1721247.71241724
2006,1186,0.275395,0,1,1,0,3018951.06636456,1060870.1228803,3081.99995105765,1926470.24919708
2004,1187,0.1492537,0,0,0,0,5131.00076481684,4131.00087826406,67.0000255008101,3011.00141974183
2005,1187,0.1492537,0,0,0,0,29136.0057698787,4901.99723484112,60.0000262666797,23808.0729089495
2006,1187,0.1492537,0,0,0,0,20213.0153467868,4536.99873116477,60.0000262666797,14943.9976019571
2004,1188,0.25,0,0,1,0,8279.004411559,1131.00059251282,60.0000262666797,5293.99797352577
2005,1188,0.25,0,0,1,0,11817.9991502194,3579.99971576682,61.9999761272089,8362.99587385132
2006,1188,0.25,0,0,1,0,9451.00155946186,3850.00220496559,53.9999974855292,6579.9998399786
2004,1189,0.12,0,0,0,0,55810.0924335764,2862.99912650423,125.000032837217,36872.0835372851
2005,1189,0.12,0,1,0,0,85310.2593510915,8450.00236303252,127.999966218293,61303.9771550539
2006,1189,0.12,0,1,1,0,87319.5799338404,9197.99679817797,127.999966218293,62196.8727417817
2004,1190,0.3330899,0,0,1,0,514998.877483599,94925.7228471345,1369.00023918013,293015.269214084
2005,1190,0.3330899,0,0,1,0,644467.710481472,222257.078024856,1300.00059351562,393895.135775085
2006,1190,0.3330899,0,0,1,0,849998.615804603,274731.627459266,1300.00059351562,496237.538830877
2004,1191,0.04,0,0,0,0,46989.9956723687,3081.00154482406,99.9999814011926,32120.8297326071
2005,1191,0.04,0,0,0,0,58679.7516516896,3740.00040987194,99.9999814011926,43179.8832384672
2006,1191,0.04,0,0,0,0,77839.9441996464,4589.99860897964,98.0000510902973,57716.0167135664
2004,1192,0.22,0,1,1,0,19009.9917214799,4542.00125965346,49.9999997285927,13375.005727655
2005,1192,0.22,0,1,1,0,12095.99880952,4565.0009448224,40.9999972651235,6583.99511232394
2006,1192,0.22,0,1,1,0,3699.99963506045,5352.00213112367,42.9999950251771,1795.99955304364
2004,1193,0.1176471,0,0,0,0,18199.984110226,660.000108886498,16.9999941510453,11877.0114521149
2005,1193,0.1176471,0,0,0,0,24590.1196254712,660.000108886498,25.0000043782954,16049.002867617
2006,1193,0.1176471,0,0,0,0,30481.9504836835,631.000086736501,18.0000043578696,20478.9948836028
2004,1194,0.0555556,0,1,0,0,62055.2254112489,5629.99594001853,90.000029670281,46771.9994265655
2005,1194,0.0555556,0,1,1,0,124800.282682621,2262.00077659887,80.0000292260948,95200.4549828829
2006,1194,0.0555556,0,1,1,0,168995.945078666,7156.99872792497,79.0000116551062,130052.04558856
2004,1195,0.2195122,0.2498795,1,1,0,63129.2821300193,6929.00151310403,81.9999797243337,38132.0341810265
2005,1195,0.2195122,0.2498795,1,1,0,83842.0541424835,12841.0069876725,199.999926690406,58112.1474907115
2006,1195,0.2195122,0.346875,1,1,0,64037.8760134574,20020.9999665309,120.000030866158,40646.174406253
2004,1196,0.05,0,1,0,0,65789.7940723562,8614.99871669221,120.000030866158,46778.0801817315
2005,1196,0.05,0,1,0,0,70039.8748806706,18311.9842217942,120.000030866158,47685.8506119961
2006,1196,0.05,0,1,0,0,95099.5959653242,18311.9842217942,157.999994781739,55391.9746318028
2004,1197,0.0909091,0,1,0,0,18299.993799421,669.999522702212,22.0000120261203,14888.0030025811
2005,1197,0.0909091,0,1,0,0,25349.8983715637,1911.00010655684,22.0000120261203,17906.0155568452
2006,1197,0.0909091,0,1,0,0,39263.0832940437,2057.00022698388,29.9999885501375,29234.0674005487
2004,1198,0,0,0,0,0,9759.00765943748,1492.00032710059,22.9999950336301,8004.00243558857
2005,1198,0,0,0,0,0,28302.9126831122,1965.00093474412,37.9999939303978,21662.0031974049
2006,1198,0,0,0,0,0,25139.1079947191,2541.00004238346,69.9999830565469,16890.9963738347
2004,1199,0,0,0,0,0,16500.0056118379,1250.00021212958,60.0000262666797,10070.000143874
2005,1199,0,0,0,0,0,26210.0970736993,2120.00134054838,60.0000262666797,19439.9984833995
2006,1199,0,0,0,0,0,44449.9892901272,1384.99942020943,64.999982456786,33856.9643945156
