edad,mujer,hispano,educ,renta,horassem,semtr,sindic,convlab,region,raza,estciv,exper,sal
48,0,0,12,47000,43,48,0,0,1,1,1,30,22.7713178294574
49,0,0,13,52000,46,52,0,0,1,1,5,30,21.7391304347826
58,1,0,18,66000,40,52,0,0,1,1,1,34,31.7307692307692
51,1,0,13,45600,50,52,0,0,1,1,7,32,17.5384615384615
55,0,0,13,60000,44,52,0,0,1,1,1,36,26.2237762237762
48,0,0,11,20000,45,52,0,0,1,1,1,31,8.54700854700855
48,1,0,12,25480,40,52,0,0,1,1,1,30,12.25
27,0,0,16,56000,39,52,0,0,1,1,7,5,27.6134122287968
28,1,0,16,50000,39,52,0,0,1,1,7,6,24.65483234714
28,1,0,16,50000,40,52,0,0,1,4,1,6,24.0384615384615
26,0,0,16,56000,37,52,0,0,1,1,1,4,29.1060291060291
27,1,0,16,36700,40,52,0,0,1,1,1,5,17.6442307692308
61,0,0,16,100000,40,52,0,0,1,1,1,39,48.0769230769231
39,0,0,16,50004,40,52,0,0,1,1,7,17,24.0403846153846
43,0,0,12,38000,40,52,1,0,1,2,7,25,18.2692307692308
53,1,0,18,70000,40,52,1,0,1,1,1,29,33.6538461538462
57,1,0,16,43000,38,52,1,0,1,1,4,35,21.7611336032389
58,1,0,13,50000,40,52,1,0,1,1,5,39,24.0384615384615
59,1,0,12,41000,48,52,0,0,1,1,5,41,16.4262820512821
53,0,0,11,15000,40,52,0,0,1,1,7,36,7.21153846153846
48,1,0,12,15000,40,52,0,0,1,2,1,30,7.21153846153846
37,0,1,16,26000,40,52,0,0,1,2,1,15,12.5
23,1,0,13,30800,40,52,0,0,1,1,7,4,14.8076923076923
23,1,0,13,30000,40,52,1,0,1,1,7,4,14.4230769230769
36,0,0,14,80000,45,50,0,0,1,1,1,16,35.5555555555556
37,0,0,16,40000,40,52,0,0,1,4,7,15,19.2307692307692
59,0,0,6,22000,40,52,0,0,1,4,1,47,10.5769230769231
69,1,0,0,17000,40,52,0,0,1,4,1,63,8.17307692307692
21,0,1,11,26000,50,52,0,0,1,1,7,4,10
48,0,1,13,31000,40,52,0,0,1,1,1,29,14.9038461538462
35,1,0,13,62000,40,52,0,0,1,2,7,16,29.8076923076923
45,0,0,16,65000,40,52,0,0,1,1,1,23,31.25
39,1,0,16,40000,50,52,0,0,1,1,1,17,15.3846153846154
41,0,0,16,389599,40,52,0,0,1,1,1,19,187.307211538462
47,0,0,16,150000,45,52,0,0,1,2,1,25,64.1025641025641
49,0,0,18,553087,50,52,0,0,1,2,6,25,212.725769230769
38,1,0,13,38000,40,52,0,0,1,1,5,19,18.2692307692308
37,0,0,12,25000,40,52,0,0,1,1,1,19,12.0192307692308
40,1,0,14,31200,40,52,0,0,1,1,1,20,15
39,0,0,18,43416,40,52,0,0,1,1,1,15,20.8730769230769
34,1,0,16,97000,40,52,0,0,1,1,1,12,46.6346153846154
38,0,1,13,60000,60,52,0,0,1,1,1,19,19.2307692307692
28,1,0,16,32000,40,52,0,0,1,1,1,6,15.3846153846154
64,1,0,12,42000,40,52,0,0,1,1,1,46,20.1923076923077
50,0,0,18,127000,50,52,0,0,1,1,7,26,48.8461538461538
63,0,0,18,56800,45,52,0,0,1,1,5,39,24.2735042735043
48,0,0,12,22000,38,52,0,0,1,1,7,30,11.1336032388664
42,1,1,13,10000,40,52,0,0,1,1,1,23,4.80769230769231
55,0,0,16,30000,40,52,0,0,1,2,1,33,14.4230769230769
48,1,0,13,40000,45,52,0,0,1,2,1,29,17.0940170940171
47,1,0,12,55000,45,52,0,0,1,1,6,29,23.5042735042735
57,1,0,20,150000,40,52,0,0,1,2,4,31,72.1153846153846
58,0,0,18,50000,40,52,0,0,1,1,1,34,24.0384615384615
50,1,0,16,65000,40,52,0,0,1,1,1,28,31.25
32,0,0,14,48000,50,52,0,0,1,1,7,12,18.4615384615385
53,0,0,12,42500,40,51,0,0,1,1,6,35,20.8333333333333
51,0,0,14,67709,40,52,0,0,1,1,1,31,32.5524038461538
56,1,0,12,68800,40,52,0,0,1,1,1,38,33.0769230769231
26,1,0,16,40000,40,52,0,0,1,1,7,4,19.2307692307692
37,0,0,12,70000,50,52,0,0,1,1,7,19,26.9230769230769
38,1,0,13,22000,40,52,0,0,1,1,7,19,10.5769230769231
26,0,0,12,31200,40,52,0,0,1,1,7,8,15
27,0,0,16,20002,40,52,0,0,1,6,7,5,9.61634615384615
58,1,0,12,17000,40,52,0,0,1,1,1,40,8.17307692307692
20,1,0,13,20000,40,52,0,0,1,1,7,1,9.61538461538461
57,1,0,16,38000,40,52,0,0,1,1,7,35,18.2692307692308
23,1,0,12,48000,45,52,0,0,1,1,2,5,20.5128205128205
31,0,1,12,30000,40,52,0,0,1,1,7,13,14.4230769230769
53,1,1,11,17000,36,52,0,0,1,1,5,36,9.08119658119658
39,0,0,14,55000,45,52,0,0,1,1,1,19,23.5042735042735
36,1,1,13,27000,37,52,0,0,1,1,5,17,14.033264033264
33,0,0,18,40000,60,52,0,0,1,2,5,9,12.8205128205128
59,0,0,13,120000,50,52,0,0,1,1,1,40,46.1538461538462
58,0,0,18,90000,45,52,0,0,1,1,1,34,38.4615384615385
46,0,0,13,80000,40,52,0,0,1,1,1,27,38.4615384615385
60,0,0,18,33150,37,52,0,0,1,1,7,36,17.2297297297297
51,1,0,16,46200,40,52,0,0,1,1,5,29,22.2115384615385
61,1,0,20,124300,40,52,0,0,1,1,1,35,59.7596153846154
43,1,0,12,30000,40,52,0,0,1,1,1,25,14.4230769230769
45,1,0,16,40000,50,52,0,0,1,1,6,23,15.3846153846154
58,1,0,14,70000,60,52,0,0,1,1,1,38,22.4358974358974
52,1,0,16,90000,40,52,0,0,1,1,1,30,43.2692307692308
64,0,0,18,57000,40,52,0,0,1,1,1,40,27.4038461538462
57,1,0,16,60000,40,52,0,0,1,1,1,35,28.8461538461538
30,0,0,13,23000,52,52,0,0,1,1,7,11,8.50591715976331
32,0,0,16,80000,40,52,0,0,1,1,7,10,38.4615384615385
29,1,0,16,55000,40,52,0,0,1,1,7,7,26.4423076923077
59,0,0,16,44000,60,52,0,0,1,1,1,37,14.1025641025641
40,1,1,10,25000,40,52,0,0,1,1,7,24,12.0192307692308
27,0,1,10,27300,40,52,0,0,1,1,7,11,13.125
54,1,0,9,12000,40,52,0,0,1,2,1,39,5.76923076923077
56,0,0,0,40000,60,52,0,0,1,2,1,50,12.8205128205128
42,0,0,14,30000,40,52,0,0,1,1,1,22,14.4230769230769
39,1,0,13,27000,40,52,0,0,1,2,5,20,12.9807692307692
18,0,0,11,11000,40,52,0,0,1,2,7,1,5.28846153846154
31,0,0,12,14500,40,52,0,0,1,1,7,13,6.97115384615385
25,0,0,12,25000,40,52,0,0,1,1,7,7,12.0192307692308
47,1,1,11,22000,42,52,0,0,1,1,5,30,10.0732600732601
53,1,0,9,32000,40,52,0,0,1,1,7,38,15.3846153846154
38,0,0,20,100000,40,52,0,0,1,4,1,12,48.0769230769231
50,1,1,6,17000,40,52,0,0,1,2,5,38,8.17307692307692
45,0,0,16,389599,60,52,0,0,1,1,1,23,124.871474358974
28,0,0,12,43000,40,52,0,0,1,1,7,10,20.6730769230769
49,0,0,12,35000,40,52,0,0,1,2,3,31,16.8269230769231
54,1,0,16,62000,45,52,0,0,1,1,7,32,26.4957264957265
52,1,0,13,25000,37,52,0,0,1,1,7,33,12.993762993763
49,0,0,16,166946,40,52,0,0,1,1,1,27,80.2625
36,0,0,12,38000,40,52,0,0,1,1,1,18,18.2692307692308
33,1,0,16,24002,37,52,0,0,1,1,1,11,12.475051975052
50,0,0,12,42000,62,52,0,0,1,1,5,32,13.0272952853598
30,0,0,16,75000,50,52,0,0,1,1,1,8,28.8461538461538
49,0,0,16,35000,52,52,0,0,1,1,5,27,12.9437869822485
55,1,0,16,30000,37,52,0,0,1,1,1,33,15.5925155925156
29,1,0,14,15000,40,52,0,0,1,1,7,9,7.21153846153846
44,0,0,16,120000,40,52,0,0,1,1,1,22,57.6923076923077
50,0,0,18,56000,40,52,0,0,1,1,1,26,26.9230769230769
48,1,0,16,63000,40,52,0,0,1,1,1,26,30.2884615384615
42,0,0,13,68000,55,52,0,0,1,1,5,23,23.7762237762238
55,0,0,12,36000,48,52,0,0,1,1,5,37,14.4230769230769
50,0,0,16,120000,45,52,0,0,1,1,1,28,51.2820512820513
34,1,0,12,33000,40,52,0,0,1,4,1,16,15.8653846153846
34,0,0,12,66000,45,52,0,0,1,4,1,16,28.2051282051282
54,1,0,18,71000,40,52,0,0,1,1,7,30,34.1346153846154
63,0,0,16,70000,65,52,0,0,1,1,1,41,20.7100591715976
54,1,1,6,16000,40,52,0,0,1,1,1,42,7.69230769230769
43,1,0,14,21000,40,52,0,0,1,1,6,23,10.0961538461538
48,1,0,12,32000,40,52,0,0,1,1,1,30,15.3846153846154
56,0,0,11,12000,36,52,0,0,1,1,1,39,6.41025641025641
30,0,0,12,95000,60,52,0,0,1,1,5,12,30.4487179487179
42,0,0,18,96000,50,52,1,0,1,1,5,18,36.9230769230769
63,0,0,10,45000,40,52,0,0,1,1,1,47,21.6346153846154
62,1,0,14,34000,40,52,0,0,1,1,7,42,16.3461538461538
37,1,0,12,18000,40,52,0,0,1,1,6,19,8.65384615384615
72,0,1,13,19200,40,52,0,0,1,1,1,53,9.23076923076923
53,1,1,11,58000,40,52,0,0,1,1,1,36,27.8846153846154
50,0,0,20,167000,70,52,0,0,1,1,1,24,45.8791208791209
44,0,0,13,71500,60,52,1,0,1,2,5,25,22.9166666666667
65,0,0,18,64000,40,52,0,0,1,1,1,41,30.7692307692308
39,0,0,13,140000,50,52,0,0,1,1,1,20,53.8461538461538
39,0,0,16,54000,40,52,0,0,1,1,7,17,25.9615384615385
49,0,0,12,47000,48,52,0,0,1,1,7,31,18.8301282051282
24,0,0,16,35000,40,52,0,0,1,1,7,2,16.8269230769231
24,1,0,16,33000,48,52,0,0,1,1,7,2,13.2211538461538
53,0,0,14,102000,48,52,1,0,1,2,1,33,40.8653846153846
52,0,0,20,33000,45,49,0,0,1,1,1,26,14.9659863945578
50,0,0,20,389599,45,52,0,0,1,4,1,24,166.495299145299
56,1,0,16,105000,56,52,0,0,1,1,1,34,36.0576923076923
49,0,0,16,85000,40,52,0,0,1,1,1,27,40.8653846153846
55,0,0,18,59000,60,52,0,0,1,1,7,31,18.9102564102564
50,0,0,16,51000,40,52,0,0,1,1,7,28,24.5192307692308
45,0,0,18,100000,40,52,0,0,1,1,1,21,48.0769230769231
54,0,0,12,31000,40,52,1,0,1,1,5,36,14.9038461538462
54,0,0,16,70000,50,52,0,0,1,1,1,32,26.9230769230769
57,1,0,12,60000,40,52,0,0,1,1,1,39,28.8461538461538
39,1,0,14,85000,45,52,0,0,1,1,5,19,36.3247863247863
27,1,0,12,47000,40,52,0,0,1,1,5,9,22.5961538461538
55,0,0,12,55096,39,52,1,0,1,1,1,37,27.1676528599606
44,1,0,12,32000,40,52,1,0,1,1,7,26,15.3846153846154
21,0,0,11,25000,45,52,0,0,1,1,7,4,10.6837606837607
46,0,0,11,30000,40,52,0,0,1,1,7,29,14.4230769230769
55,1,0,14,40000,40,52,0,0,1,1,5,35,19.2307692307692
41,1,0,13,42000,40,52,1,0,1,2,4,22,20.1923076923077
59,0,0,12,39000,80,52,0,0,1,1,1,41,9.375
28,0,0,12,28000,40,52,1,0,1,1,7,10,13.4615384615385
26,0,0,12,33000,50,52,1,0,1,1,7,8,12.6923076923077
62,1,0,18,62000,43,52,0,0,1,1,1,38,27.7280858676208
28,1,0,12,38000,42,52,0,0,1,1,7,10,17.3992673992674
42,1,1,14,27000,40,50,0,0,1,2,5,22,13.5
41,0,1,12,38000,40,52,0,0,1,3,1,23,18.2692307692308
47,1,0,12,31000,50,50,0,0,1,2,7,29,12.4
42,1,1,10,14300,40,52,0,0,1,1,1,26,6.875
41,0,1,10,25000,40,52,0,0,1,1,1,25,12.0192307692308
33,1,0,12,35000,40,52,0,0,1,4,7,15,16.8269230769231
32,0,0,12,38000,40,52,0,0,1,1,1,14,18.2692307692308
62,1,0,13,48000,40,52,0,0,1,1,5,43,23.0769230769231
46,1,0,13,22500,40,52,0,0,1,1,7,27,10.8173076923077
41,1,0,12,29000,40,52,0,0,1,1,5,23,13.9423076923077
38,0,1,6,18720,40,52,0,0,1,1,1,26,9
62,0,0,14,85000,47,52,0,0,1,1,1,42,34.7790507364975
62,1,0,12,31000,40,52,0,0,1,1,1,44,14.9038461538462
67,0,0,11,24000,38,52,0,0,1,1,1,50,12.1457489878543
54,1,0,0,12000,40,52,0,0,1,1,7,48,5.76923076923077
49,1,0,14,65000,48,52,0,0,1,1,1,29,26.0416666666667
48,0,0,14,40000,40,52,0,0,1,1,1,28,19.2307692307692
64,0,0,12,52000,50,52,0,0,1,1,1,46,20
54,1,0,18,26500,40,52,0,0,1,1,1,30,12.7403846153846
41,1,0,16,65000,40,52,0,0,1,1,1,19,31.25
37,0,0,12,60000,40,52,0,0,1,1,1,19,28.8461538461538
50,1,0,12,44000,45,52,0,0,1,1,1,32,18.8034188034188
50,0,0,16,65000,50,52,0,0,1,1,1,28,25
24,0,0,16,42000,38,52,0,0,1,1,7,2,21.2550607287449
43,0,0,12,19000,40,52,0,0,1,1,5,25,9.13461538461539
35,1,0,16,150000,40,52,0,0,1,1,1,13,72.1153846153846
36,0,0,18,222946,75,52,0,0,1,1,1,12,57.165641025641
65,1,0,13,35000,40,52,0,0,1,1,1,46,16.8269230769231
32,0,0,18,75000,40,52,0,0,1,1,7,8,36.0576923076923
33,0,0,18,102000,60,50,0,0,1,1,5,9,34
34,1,0,16,62000,50,52,0,0,1,1,7,12,23.8461538461538
38,1,0,16,33200,42,52,0,0,1,1,1,16,15.2014652014652
44,0,0,18,70000,40,52,0,0,1,1,1,20,33.6538461538462
27,0,0,16,19000,40,50,0,0,1,1,7,5,9.5
39,0,0,12,125000,60,52,0,0,1,1,1,21,40.0641025641026
42,1,0,20,30000,40,52,0,0,1,1,1,16,14.4230769230769
47,1,0,11,32000,40,52,0,0,1,2,5,30,15.3846153846154
41,0,1,9,25000,40,52,0,0,1,1,1,26,12.0192307692308
48,1,0,12,16328,40,52,0,0,1,1,7,30,7.85
48,1,0,18,98000,50,52,0,0,1,1,7,24,37.6923076923077
51,0,0,18,96000,50,52,0,0,1,1,7,27,36.9230769230769
25,0,0,16,44000,43,52,0,0,1,1,7,3,19.6779964221825
24,0,0,16,35000,45,52,0,0,1,1,7,2,14.957264957265
61,0,0,16,90000,60,52,0,0,1,1,1,39,28.8461538461538
25,1,0,13,30000,40,52,0,0,1,1,7,6,14.4230769230769
39,1,0,14,90000,55,52,0,0,1,1,5,19,31.4685314685315
47,1,0,14,31572,52,52,0,0,1,1,1,27,11.6760355029586
49,0,0,13,41600,40,52,0,0,1,1,1,30,20
54,1,0,12,47000,40,52,0,0,1,1,1,36,22.5961538461538
56,0,0,12,50000,40,52,0,0,1,1,1,38,24.0384615384615
61,1,0,13,35000,40,52,0,0,1,1,1,42,16.8269230769231
35,1,0,12,30000,50,52,0,0,1,1,7,17,11.5384615384615
29,0,0,12,60000,40,52,0,0,1,1,7,11,28.8461538461538
50,0,0,12,66000,55,52,0,0,1,1,1,32,23.0769230769231
47,1,0,14,46000,40,48,0,0,1,1,1,27,23.9583333333333
57,1,0,16,93000,40,52,0,0,1,1,1,35,44.7115384615385
59,0,0,16,75000,40,52,0,0,1,1,7,37,36.0576923076923
63,1,0,8,32000,40,52,0,0,1,1,1,49,15.3846153846154
29,0,0,14,30000,40,52,0,0,1,1,7,9,14.4230769230769
37,0,0,11,24960,40,52,0,0,1,1,1,20,12
59,1,1,4,30000,40,52,0,0,1,2,6,49,14.4230769230769
52,0,0,18,75946,56,52,0,0,1,1,5,28,26.0803571428571
49,1,1,12,12500,40,52,0,0,1,1,7,31,6.00961538461539
57,1,0,13,37000,50,52,0,0,1,1,5,38,14.2307692307692
60,1,0,12,40002,40,52,0,0,1,1,4,42,19.2317307692308
32,0,0,13,30000,40,51,0,0,1,2,1,13,14.7058823529412
37,1,0,12,29000,40,52,0,0,1,2,6,19,13.9423076923077
35,0,0,12,40000,40,52,0,0,1,2,7,17,19.2307692307692
56,1,0,4,14201,40,52,0,0,1,1,1,46,6.82740384615385
28,1,0,13,19000,37,52,0,0,1,1,7,9,9.87525987525988
58,0,0,13,52000,44,52,0,0,1,1,1,39,22.7272727272727
48,0,0,13,50000,45,52,0,0,1,1,1,29,21.3675213675214
49,1,0,14,80000,45,52,0,0,1,1,1,29,34.1880341880342
51,0,0,13,45000,40,52,0,0,1,1,7,32,21.6346153846154
70,0,0,20,90000,45,52,0,0,1,1,1,44,38.4615384615385
24,0,0,13,18000,40,52,0,0,1,8,7,5,8.65384615384615
38,0,0,16,47000,40,52,0,0,1,1,1,16,22.5961538461538
36,1,0,16,40000,40,52,0,0,1,1,1,14,19.2307692307692
39,1,0,12,39000,40,52,0,0,1,1,1,21,18.75
41,0,0,12,42002,40,52,0,0,1,1,1,23,20.1932692307692
60,1,0,13,30000,40,52,0,0,1,1,1,41,14.4230769230769
43,1,0,16,66000,40,52,0,0,1,1,7,21,31.7307692307692
50,1,0,12,62000,40,52,0,0,1,1,1,32,29.8076923076923
55,0,0,13,52000,40,52,0,0,1,1,1,36,25
46,1,0,13,35000,40,52,0,0,1,1,5,27,16.8269230769231
62,0,0,18,170000,60,52,0,0,1,1,1,38,54.4871794871795
22,0,0,14,12000,40,52,0,0,1,4,7,2,5.76923076923077
20,1,1,12,18000,40,52,0,0,1,2,1,2,8.65384615384615
24,0,0,16,37000,40,52,0,0,1,1,7,2,17.7884615384615
47,1,0,14,45000,40,52,0,0,1,1,5,27,21.6346153846154
41,1,0,11,12000,38,52,0,0,1,1,4,24,6.07287449392713
20,0,0,12,27000,40,52,0,0,1,1,7,2,12.9807692307692
46,0,1,20,436465,50,52,0,0,1,1,1,20,167.871153846154
37,1,1,13,47000,70,52,0,0,1,1,1,18,12.9120879120879
37,0,1,13,25000,50,52,0,0,1,2,1,18,9.61538461538461
50,1,0,11,19000,40,52,0,0,1,2,1,33,9.13461538461539
54,0,1,12,20000,40,52,0,0,1,2,1,36,9.61538461538461
34,0,0,14,60000,40,52,0,0,1,1,1,14,28.8461538461538
36,1,1,14,65000,40,52,0,0,1,1,1,16,31.25
42,0,1,6,23296,40,52,0,0,1,1,1,30,11.2
39,0,1,13,26000,45,52,0,0,1,1,6,20,11.1111111111111
29,0,1,11,29000,40,52,0,0,1,1,3,12,13.9423076923077
19,1,1,12,24960,40,52,0,0,1,1,7,1,12
37,1,1,16,20000,40,52,0,0,1,1,1,15,9.61538461538461
43,1,0,11,18000,40,52,0,0,1,2,7,26,8.65384615384615
39,0,1,11,20000,40,52,0,0,1,2,5,22,9.61538461538461
53,1,1,8,11000,40,52,0,0,1,3,3,39,5.28846153846154
40,0,1,12,102838,40,52,0,0,1,2,7,22,49.4413461538462
38,1,0,14,28000,40,52,0,0,1,1,4,18,13.4615384615385
32,0,0,12,72923,40,52,0,0,1,2,1,14,35.0591346153846
70,0,1,0,23000,40,52,0,0,1,1,1,64,11.0576923076923
28,0,0,16,43000,40,52,0,0,1,1,1,6,20.6730769230769
27,1,1,16,73000,40,52,0,0,1,1,1,5,35.0961538461538
26,1,1,18,45000,40,50,0,0,1,1,2,2,22.5
30,0,1,16,145000,50,50,0,0,1,1,1,8,58
36,1,0,12,32000,45,52,0,0,1,1,5,18,13.6752136752137
20,0,1,13,20000,40,52,0,0,1,1,7,1,9.61538461538461
39,0,1,11,32000,40,52,0,0,1,1,1,22,15.3846153846154
31,1,1,4,24000,40,52,0,0,1,2,3,21,11.5384615384615
33,0,0,14,67000,40,52,0,0,1,1,1,13,32.2115384615385
28,1,1,13,34000,75,52,0,0,1,1,1,9,8.71794871794872
24,1,1,10,15002,40,52,0,0,1,1,7,8,7.2125
41,0,1,20,100000,40,52,0,0,1,1,1,15,48.0769230769231
40,1,1,12,17000,40,52,0,0,1,1,7,22,8.17307692307692
29,0,0,12,14500,40,52,0,0,1,2,7,11,6.97115384615385
20,0,0,12,14500,40,52,0,0,1,2,7,2,6.97115384615385
44,0,0,12,130000,40,52,0,0,1,1,1,26,62.5
55,1,0,16,42000,40,52,0,0,1,4,1,33,20.1923076923077
32,0,0,13,67000,45,52,0,0,1,1,6,13,28.6324786324786
43,0,0,13,75000,40,52,0,0,1,1,1,24,36.0576923076923
48,1,0,16,53000,40,52,0,0,1,1,1,26,25.4807692307692
31,0,0,16,46000,50,52,0,0,1,1,1,9,17.6923076923077
29,0,0,16,35000,45,52,0,0,1,1,1,7,14.957264957265
38,0,0,16,174946,45,52,0,0,1,1,1,16,74.7632478632479
41,0,0,16,57000,40,52,0,0,1,1,1,19,27.4038461538462
52,1,0,18,45000,40,52,0,0,1,1,1,28,21.6346153846154
41,1,0,13,35000,40,52,0,0,1,2,6,22,16.8269230769231
30,1,0,20,55000,70,52,0,0,1,4,7,4,15.1098901098901
33,0,0,12,60000,60,52,0,0,1,1,1,15,19.2307692307692
34,0,0,12,42000,40,52,0,0,1,1,1,16,20.1923076923077
29,1,0,12,39000,40,52,0,0,1,1,1,11,18.75
48,0,0,14,65000,60,52,0,0,1,1,1,28,20.8333333333333
44,0,0,20,100000,50,52,0,0,1,1,1,18,38.4615384615385
43,0,0,18,90000,40,52,0,0,1,1,1,19,43.2692307692308
45,0,0,16,64000,50,52,0,0,1,1,1,23,24.6153846153846
36,1,0,18,36000,40,52,0,0,1,1,1,12,17.3076923076923
43,0,0,16,100000,40,52,0,0,1,1,1,21,48.0769230769231
38,0,0,16,120000,40,52,0,0,1,1,1,16,57.6923076923077
62,1,0,12,12000,40,52,0,0,1,2,7,44,5.76923076923077
48,0,0,12,52000,45,52,0,0,1,1,1,30,22.2222222222222
50,1,0,18,70000,36,52,0,0,1,1,1,26,37.3931623931624
29,0,0,13,58000,50,52,0,0,1,1,1,10,22.3076923076923
32,1,0,16,54000,50,52,0,0,1,1,1,10,20.7692307692308
59,1,0,14,60000,40,52,0,0,1,2,5,39,28.8461538461538
49,1,0,16,25432,40,52,0,0,1,1,1,27,12.2269230769231
38,0,0,13,79000,50,52,0,0,1,1,1,19,30.3846153846154
41,0,0,16,200000,48,52,0,0,1,1,1,19,80.1282051282051
38,1,0,18,407720,60,52,0,0,1,1,1,14,130.679487179487
34,1,0,16,48000,40,52,0,0,1,1,1,12,23.0769230769231
36,0,0,14,62000,50,52,0,0,1,1,1,16,23.8461538461538
34,0,0,18,55000,40,52,0,0,1,2,7,10,26.4423076923077
34,1,0,18,90000,40,52,0,0,1,1,1,10,43.2692307692308
51,1,0,14,35000,40,52,0,0,1,1,1,31,16.8269230769231
29,0,0,12,61360,40,52,0,0,1,1,1,11,29.5
35,0,0,12,80000,40,52,0,0,1,1,1,17,38.4615384615385
51,1,0,12,40000,56,52,0,0,1,1,1,33,13.7362637362637
45,0,0,16,59124,56,52,0,0,1,1,1,23,20.3035714285714
32,0,0,12,33840,40,52,0,0,1,1,1,14,16.2692307692308
50,0,0,18,65000,48,52,0,0,1,1,1,26,26.0416666666667
31,0,0,12,34000,40,52,0,0,1,1,5,13,16.3461538461538
23,1,0,16,25000,40,52,0,0,1,1,7,1,12.0192307692308
51,0,0,18,79000,60,52,0,0,1,1,5,27,25.3205128205128
32,0,0,13,39092,50,50,0,0,1,1,1,13,15.6368
48,0,0,10,42856,40,52,0,0,1,1,1,32,20.6038461538462
48,1,0,12,26380,40,52,0,0,1,1,1,30,12.6826923076923
51,0,0,10,20800,40,52,0,0,1,2,1,35,10
55,1,0,10,16640,40,52,0,0,1,2,1,39,8
58,1,0,13,35000,72,52,0,0,1,4,1,39,9.3482905982906
25,0,0,16,40000,40,52,0,0,1,4,7,3,19.2307692307692
24,0,0,16,40000,40,52,0,0,1,4,7,2,19.2307692307692
47,0,0,16,200000,50,52,0,0,1,1,1,25,76.9230769230769
42,0,0,12,42000,45,52,0,0,1,1,6,24,17.9487179487179
41,0,0,16,100000,45,52,0,0,1,1,1,19,42.7350427350427
48,0,0,12,15000,40,52,0,0,1,2,5,30,7.21153846153846
37,1,0,9,31000,40,52,0,0,1,1,7,22,14.9038461538462
25,1,0,11,18000,40,52,0,0,1,1,1,8,8.65384615384615
25,0,0,11,32000,40,52,0,0,1,1,1,8,15.3846153846154
36,1,0,6,23172,37,52,0,0,1,1,1,24,12.043659043659
39,0,0,6,30155,40,48,0,0,1,1,1,27,15.7057291666667
38,1,0,16,100000,40,52,0,0,1,1,1,16,48.0769230769231
45,0,0,13,50000,40,52,0,0,1,1,1,26,24.0384615384615
28,0,0,18,107000,50,52,0,0,1,4,1,4,41.1538461538462
47,0,0,14,95002,45,52,0,0,1,1,1,27,40.5991452991453
43,1,0,12,60000,45,52,0,0,1,1,1,25,25.6410256410256
35,1,0,12,25000,40,52,0,0,1,1,7,17,12.0192307692308
19,0,0,13,35000,50,52,0,0,1,1,7,0,13.4615384615385
41,1,1,14,19000,54,52,0,0,1,5,5,21,6.76638176638177
36,0,1,11,26000,42,52,0,0,1,5,1,19,11.9047619047619
43,0,0,13,35360,40,52,0,0,1,1,1,24,17
46,0,0,16,87000,60,52,0,0,1,1,1,24,27.8846153846154
32,1,0,13,35000,40,52,0,0,1,1,7,13,16.8269230769231
38,1,0,13,34000,40,52,0,0,1,2,7,19,16.3461538461538
41,1,1,16,15000,40,52,0,0,1,5,7,19,7.21153846153846
38,0,1,14,16000,48,52,0,0,1,5,7,18,6.41025641025641
33,1,1,16,39000,40,52,0,0,1,1,7,11,18.75
47,1,0,20,50000,50,52,0,0,1,4,7,21,19.2307692307692
46,0,0,16,85002,45,52,0,0,1,1,1,24,36.325641025641
29,0,0,8,20000,40,52,0,0,1,4,1,15,9.61538461538461
25,1,0,8,19000,52,52,0,0,1,4,1,11,7.02662721893491
34,0,1,13,46000,40,52,0,0,1,1,1,15,22.1153846153846
30,0,1,16,114606,48,50,0,0,1,1,7,8,47.7525
34,0,0,20,150000,60,52,0,0,1,1,7,8,48.0769230769231
28,0,1,12,52000,40,52,0,0,1,1,7,10,25
26,1,0,16,11400,40,52,0,0,1,1,7,4,5.48076923076923
52,1,0,16,65000,36,52,0,0,1,1,1,30,34.7222222222222
51,0,0,16,85002,40,52,0,0,1,1,1,29,40.8663461538462
38,0,0,12,59000,40,52,0,0,1,1,1,20,28.3653846153846
35,0,0,20,112000,60,52,0,0,1,1,1,9,35.8974358974359
42,1,0,12,29000,45,52,0,0,1,1,5,24,12.3931623931624
30,0,0,12,56000,50,52,0,0,1,1,1,12,21.5384615384615
29,1,0,16,30000,45,52,0,0,1,1,1,7,12.8205128205128
53,1,0,12,45000,40,52,0,0,1,1,4,35,21.6346153846154
23,0,0,14,28000,40,52,0,0,1,1,7,3,13.4615384615385
34,1,0,9,23000,40,50,0,0,1,1,1,19,11.5
39,0,0,12,26000,40,52,0,0,1,1,1,21,12.5
45,0,0,13,28000,36,52,0,0,1,1,1,26,14.957264957265
45,1,0,13,28000,40,52,0,0,1,4,1,26,13.4615384615385
32,0,0,18,57000,40,52,0,0,1,1,1,8,27.4038461538462
58,0,0,14,90000,48,52,0,0,1,1,1,38,36.0576923076923
55,1,0,12,40000,38,52,0,0,1,1,1,37,20.2429149797571
49,0,0,16,80000,40,52,0,0,1,1,1,27,38.4615384615385
58,0,0,18,120000,40,52,0,0,1,1,1,34,57.6923076923077
35,0,0,12,48000,60,52,0,0,1,1,1,17,15.3846153846154
51,1,0,18,54000,50,52,0,0,1,1,1,27,20.7692307692308
32,0,0,20,15000,60,52,0,0,1,4,5,6,4.80769230769231
47,0,0,16,109000,50,52,0,0,1,1,1,25,41.9230769230769
47,0,0,16,32000,40,52,0,0,1,1,1,25,15.3846153846154
